timestamp,symbol,option_type,strike,latest_trade_price,latest_quote_bid,latest_quote_ask,implied_volatility,spy_price
2025-07-11 13:14:01.273985,SPY250711P00630000,put,630.0,5.43,5.32,5.54,,624.49
2025-07-11 13:14:01.511001,SPY250711C00626000,call,626.0,0.125,0.12,0.13,0.0076482302256812755,624.49
2025-07-11 13:14:01.556442,SPY250711P00624000,put,624.0,0.365,0.34,0.39,0.022332832258989323,624.49
2025-07-11 13:14:01.648058,SPY250711P00625000,put,625.0,0.855,0.85,0.86,0.021109115422880874,624.49
2025-07-11 13:14:01.648130,SPY250711C00624000,call,624.0,0.895,0.89,0.9,0.024780265931206778,624.49
2025-07-11 13:14:01.651410,SPY250711P00627000,put,627.0,2.5599999999999996,2.53,2.59,0.003059292090273043,624.49
2025-07-11 13:14:01.660492,SPY250711C00630000,call,630.0,0.035,0.03,0.04,0.0021415044631907573,624.49
2025-07-11 13:14:01.745684,SPY250711P00618000,put,618.0,0.045,0.04,0.05,0.002753362881245259,624.49
2025-07-11 13:14:01.787303,SPY250711P00620000,put,620.0,0.045000000000000005,0.02,0.07,0.0027533628812452596,624.49
2025-07-11 13:14:02.005003,SPY250711P00623000,put,623.0,0.165,0.14,0.19,0.010095663897899284,624.49
2025-07-11 13:14:02.229807,SPY250711P00626000,put,626.0,1.6099999999999999,1.59,1.63,0.006118584180545569,624.49
2025-07-11 13:14:02.229887,SPY250711C00622000,call,622.0,2.5999999999999996,2.59,2.61,0.006730442598598944,624.49
2025-07-11 13:14:02.256193,SPY250711C00625000,call,625.0,0.325,0.32,0.33,0.019885398586771318,624.49
2025-07-11 13:14:02.258300,SPY250711C00623000,call,623.0,1.7,1.68,1.72,0.012849026779143983,624.49
2025-07-11 13:14:02.264042,SPY250711P00621000,put,621.0,0.045,0.04,0.05,0.002753362881245259,624.49
2025-07-11 13:14:02.275119,SPY250711C00619000,call,619.0,5.6,5.59,5.61,0.006730442598598944,624.49
2025-07-11 13:14:02.277201,SPY250711C00628000,call,628.0,0.035,0.03,0.04,0.0021415044631907573,624.49
2025-07-11 13:14:02.277223,SPY250711C00629000,call,629.0,0.035,0.03,0.04,0.0021415044631907573,624.49
2025-07-11 13:14:02.277235,SPY250711P00622000,put,622.0,0.07500000000000001,0.07,0.08,0.004588938135408766,624.49
2025-07-11 13:14:02.279711,SPY250711C00618000,call,618.0,6.585,6.55,6.62,0.005812654971517211,624.49
2025-07-11 13:14:02.279726,SPY250711C00621000,call,621.0,3.575,3.48,3.67,0.0052007965534627216,624.49
2025-07-11 13:14:02.279736,SPY250711C00627000,call,627.0,0.034999999999999996,0.01,0.06,0.002141504463190757,624.49
2025-07-11 13:14:02.279745,SPY250711C00620000,call,620.0,4.5649999999999995,4.46,4.67,0.0045889381354081785,624.49
2025-07-11 13:14:02.279753,SPY250711C00631000,call,631.0,0.015,0.0,0.03,0.000917787627081753,624.49
2025-07-11 13:14:02.281032,SPY250711P00628000,put,628.0,3.5199999999999996,3.51,3.53,0.0006118584180550324,624.49
2025-07-11 13:14:02.283249,SPY250711P00619000,put,619.0,0.055,0.05,0.06,0.003365221299299761,624.49
2025-07-11 13:14:02.285172,SPY250711P00630000,put,630.0,5.45,5.32,5.58,,624.49
2025-07-11 13:14:02.285194,SPY250711P00629000,put,629.0,4.470000000000001,4.41,4.53,,624.49
2025-07-11 13:14:02.529122,SPY250711C00626000,call,626.0,0.125,0.12,0.13,0.0076482302256812755,624.49
2025-07-11 13:14:02.648183,SPY250711P00625000,put,625.0,0.845,0.84,0.85,0.020497257004826373,624.49
2025-07-11 13:14:02.648243,SPY250711P00624000,put,624.0,0.385,0.38,0.39,0.023556549095098328,624.49
2025-07-11 13:14:02.650193,SPY250711C00624000,call,624.0,0.905,0.9,0.91,0.025392124349261278,624.49
2025-07-11 13:14:02.749700,SPY250711P00627000,put,627.0,2.535,2.53,2.54,0.0015296460451368202,624.49
2025-07-11 13:14:02.914889,SPY250711C00630000,call,630.0,0.025,0.01,0.04,0.0015296460451362552,624.49
2025-07-11 13:14:03.055953,SPY250711P00623000,put,623.0,0.185,0.18,0.19,0.011319380734008287,624.49
2025-07-11 13:14:03.140623,SPY250711P00620000,put,620.0,0.025,0.02,0.03,0.0015296460451362552,624.49
2025-07-11 13:14:03.345305,SPY250711C00627000,call,627.0,0.055,0.05,0.06,0.003365221299299761,624.49
2025-07-11 13:14:03.345440,SPY250711C00625000,call,625.0,0.365,0.36,0.37,0.022332832258989323,624.49
2025-07-11 13:14:03.345499,SPY250711C00622000,call,622.0,2.6500000000000004,2.62,2.68,0.009789734688871498,624.49
2025-07-11 13:14:03.646915,SPY250711C00623000,call,623.0,1.7,1.67,1.73,0.012849026779143983,624.49
2025-07-11 13:14:03.650851,SPY250711P00625000,put,625.0,0.805,0.8,0.81,0.01804982333260837,624.49
2025-07-11 13:14:03.718868,SPY250711C00626000,call,626.0,0.125,0.12,0.13,0.0076482302256812755,624.49
2025-07-11 13:14:03.725855,SPY250711C00624000,call,624.0,0.905,0.9,0.91,0.025392124349261278,624.49
2025-07-11 13:14:03.833004,SPY250711P00624000,put,624.0,0.385,0.38,0.39,0.023556549095098328,624.49
2025-07-11 13:14:04.095623,SPY250711P00623000,put,623.0,0.14500000000000002,0.14,0.15,0.008871947061790281,624.49
2025-07-11 13:14:04.125789,SPY250711C00629000,call,629.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:04.127457,SPY250711P00621000,put,621.0,0.08499999999999999,0.08,0.09,0.005200796553463267,624.49
2025-07-11 13:14:04.230891,SPY250711C00630000,call,630.0,0.035,0.03,0.04,0.0021415044631907573,624.49
2025-07-11 13:14:04.371727,SPY250711C00625000,call,625.0,0.365,0.36,0.37,0.022332832258989323,624.49
2025-07-11 13:14:04.397547,SPY250711C00622000,call,622.0,2.565,2.55,2.58,0.004588938135408205,624.49
2025-07-11 13:14:04.450361,SPY250711P00626000,put,626.0,1.57,1.55,1.59,0.0036711505083275725,624.49
2025-07-11 13:14:04.450389,SPY250711C00621000,call,621.0,3.5149999999999997,3.5,3.53,0.001529646045135679,624.49
2025-07-11 13:14:04.452403,SPY250711C00618000,call,618.0,6.525,6.42,6.63,0.0021415044631902225,624.49
2025-07-11 13:14:04.452447,SPY250711C00620000,call,620.0,4.63,4.6,4.66,0.008566017852762465,624.49
2025-07-11 13:14:04.452477,SPY250711C00627000,call,627.0,0.034999999999999996,0.01,0.06,0.002141504463190757,624.49
2025-07-11 13:14:04.452506,SPY250711P00627000,put,627.0,2.55,2.51,2.59,0.0024474336722185536,624.49
2025-07-11 13:14:04.617539,SPY250711P00629000,put,629.0,4.58,4.52,4.64,0.004283008926382075,624.49
2025-07-11 13:14:04.669204,SPY250711P00625000,put,625.0,0.845,0.84,0.85,0.020497257004826373,624.49
2025-07-11 13:14:04.670717,SPY250711P00622000,put,622.0,0.07500000000000001,0.07,0.08,0.004588938135408766,624.49
2025-07-11 13:14:04.732691,SPY250711C00619000,call,619.0,5.595,5.56,5.63,0.006424513389571699,624.49
2025-07-11 13:14:04.732754,SPY250711C00624000,call,624.0,0.865,0.86,0.87,0.02294469067704327,624.49
2025-07-11 13:14:04.732784,SPY250711P00630000,put,630.0,5.465,5.34,5.59,,624.49
2025-07-11 13:14:04.732813,SPY250711P00631000,put,631.0,6.455,6.3,6.61,,624.49
2025-07-11 13:14:04.737004,SPY250711C00623000,call,623.0,1.7,1.68,1.72,0.012849026779143983,624.49
2025-07-11 13:14:04.739224,SPY250711P00618000,put,618.0,0.030000000000000002,0.01,0.05,0.0018355752541635063,624.49
2025-07-11 13:14:04.741495,SPY250711C00626000,call,626.0,0.08499999999999999,0.08,0.09,0.005200796553463267,624.49
2025-07-11 13:14:04.741530,SPY250711C00631000,call,631.0,0.005,0.0,0.01,0.000305929209027251,624.49
2025-07-11 13:14:04.743609,SPY250711C00628000,call,628.0,0.035,0.03,0.04,0.0021415044631907573,624.49
2025-07-11 13:14:04.746099,SPY250711P00628000,put,628.0,3.525,3.52,3.53,0.0009177876270823041,624.49
2025-07-11 13:14:04.746193,SPY250711P00619000,put,619.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:04.746226,SPY250711P00620000,put,620.0,0.045000000000000005,0.02,0.07,0.0027533628812452596,624.49
2025-07-11 13:14:04.836969,SPY250711P00624000,put,624.0,0.385,0.38,0.39,0.023556549095098328,624.49
2025-07-11 13:14:05.122570,SPY250711P00623000,put,623.0,0.185,0.18,0.19,0.011319380734008287,624.49
2025-07-11 13:14:05.132337,SPY250711C00629000,call,629.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:05.197143,SPY250711P00621000,put,621.0,0.08499999999999999,0.08,0.09,0.005200796553463267,624.49
2025-07-11 13:14:05.498653,SPY250711C00627000,call,627.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:05.507498,SPY250711C00625000,call,625.0,0.365,0.36,0.37,0.022332832258989323,624.49
2025-07-11 13:14:05.643670,SPY250711C00630000,call,630.0,0.025,0.01,0.04,0.0015296460451362552,624.49
2025-07-11 13:14:05.688365,SPY250711P00626000,put,626.0,1.5750000000000002,1.53,1.62,0.003977079717354831,624.49
2025-07-11 13:14:05.688494,SPY250711P00625000,put,625.0,0.835,0.83,0.84,0.01988539858677187,624.49
2025-07-11 13:14:05.736395,SPY250711C00621000,call,621.0,3.56,3.48,3.64,0.004283008926380961,624.49
2025-07-11 13:14:05.761447,SPY250711C00628000,call,628.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:05.771949,SPY250711P00622000,put,622.0,0.07500000000000001,0.07,0.08,0.004588938135408766,624.49
2025-07-11 13:14:05.773659,SPY250711C00631000,call,631.0,0.015,0.0,0.03,0.000917787627081753,624.49
2025-07-11 13:14:05.773713,SPY250711C00626000,call,626.0,0.08499999999999999,0.08,0.09,0.005200796553463267,624.49
2025-07-11 13:14:05.782900,SPY250711P00618000,put,618.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:05.789448,SPY250711C00623000,call,623.0,1.67,1.65,1.69,0.011013451524980476,624.49
2025-07-11 13:14:05.879493,SPY250711P00619000,put,619.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:05.879712,SPY250711P00620000,put,620.0,0.025,0.02,0.03,0.0015296460451362552,624.49
2025-07-11 13:14:05.904157,SPY250711C00624000,call,624.0,0.915,0.91,0.92,0.026003982767315782,624.49
2025-07-11 13:14:05.904273,SPY250711P00624000,put,624.0,0.385,0.38,0.39,0.023556549095098328,624.49
2025-07-11 13:14:05.908262,SPY250711C00619000,call,619.0,5.605,5.56,5.65,0.007036371807626243,624.49
2025-07-11 13:14:05.921198,SPY250711P00628000,put,628.0,3.5149999999999997,3.44,3.59,0.00030592920902778795,624.49
2025-07-11 13:14:05.939794,SPY250711C00622000,call,622.0,2.59,2.57,2.61,0.006118584180544455,624.49
2025-07-11 13:14:06.131704,SPY250711P00623000,put,623.0,0.185,0.18,0.19,0.011319380734008287,624.49
2025-07-11 13:14:06.243906,SPY250711P00621000,put,621.0,0.065,0.04,0.09,0.003977079717354263,624.49
2025-07-11 13:14:06.335304,SPY250711P00627000,put,627.0,2.535,2.49,2.58,0.0015296460451368202,624.49
2025-07-11 13:14:06.345569,SPY250711C00629000,call,629.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:06.345604,SPY250711P00630000,put,630.0,5.415,5.34,5.49,,624.49
2025-07-11 13:14:06.347751,SPY250711P00629000,put,629.0,4.49,4.39,4.59,,624.49
2025-07-11 13:14:06.354156,SPY250711C00620000,call,620.0,4.63,4.62,4.64,0.008566017852762465,624.49
2025-07-11 13:14:06.354191,SPY250711C00618000,call,618.0,6.625,6.59,6.66,0.00826008864373522,624.49
2025-07-11 13:14:06.734055,SPY250711P00626000,put,626.0,1.6,1.57,1.63,0.00550672576249108,624.49
2025-07-11 13:14:06.815125,SPY250711C00623000,call,623.0,1.665,1.64,1.69,0.010707522315953231,624.49
2025-07-11 13:14:06.815171,SPY250711P00625000,put,625.0,0.84,0.83,0.85,0.020191327795799123,624.49
2025-07-11 13:14:06.815190,SPY250711C00621000,call,621.0,3.625,3.59,3.66,0.00826008864373522,624.49
2025-07-11 13:14:06.816887,SPY250711C00625000,call,625.0,0.325,0.32,0.33,0.019885398586771318,624.49
2025-07-11 13:14:06.899709,SPY250711P00618000,put,618.0,0.030000000000000002,0.01,0.05,0.0018355752541635063,624.49
2025-07-11 13:14:06.907392,SPY250711C00626000,call,626.0,0.125,0.12,0.13,0.0076482302256812755,624.49
2025-07-11 13:14:06.920060,SPY250711C00624000,call,624.0,0.87,0.86,0.88,0.02325061988607052,624.49
2025-07-11 13:14:06.971162,SPY250711P00624000,put,624.0,0.345,0.34,0.35,0.02110911542288032,624.49
2025-07-11 13:14:07.056582,SPY250711C00622000,call,622.0,2.585,2.55,2.62,0.005812654971517211,624.49
2025-07-11 13:14:07.056685,SPY250711P00628000,put,628.0,3.495,3.48,3.51,,624.49
2025-07-11 13:14:07.067368,SPY250711C00619000,call,619.0,5.535,5.5,5.57,0.0027533628812447114,624.49
2025-07-11 13:14:07.070228,SPY250711C00630000,call,630.0,0.025,0.01,0.04,0.0015296460451362552,624.49
2025-07-11 13:14:07.070297,SPY250711C00631000,call,631.0,0.015,0.0,0.03,0.000917787627081753,624.49
2025-07-11 13:14:07.070346,SPY250711P00619000,put,619.0,0.055,0.05,0.06,0.003365221299299761,624.49
2025-07-11 13:14:07.209737,SPY250711P00623000,put,623.0,0.185,0.18,0.19,0.011319380734008287,624.49
2025-07-11 13:14:07.209860,SPY250711P00622000,put,622.0,0.095,0.07,0.12,0.0058126549715177694,624.49
2025-07-11 13:14:07.378040,SPY250711P00627000,put,627.0,2.52,2.46,2.58,0.0006118584180550596,624.49
2025-07-11 13:14:07.452088,SPY250711P00620000,put,620.0,0.065,0.06,0.07,0.003977079717354263,624.49
2025-07-11 13:14:07.453600,SPY250711P00621000,put,621.0,0.08499999999999999,0.08,0.09,0.005200796553463267,624.49
2025-07-11 13:14:07.493664,SPY250711C00620000,call,620.0,4.6,4.58,4.62,0.006730442598598944,624.49
2025-07-11 13:14:07.535823,SPY250711P00630000,put,630.0,5.345,5.26,5.43,,624.49
2025-07-11 13:14:07.871589,SPY250711C00627000,call,627.0,0.034999999999999996,0.01,0.06,0.002141504463190757,624.49
2025-07-11 13:14:07.871655,SPY250711P00626000,put,626.0,1.5550000000000002,1.53,1.58,0.0027533628812458255,624.49
2025-07-11 13:14:07.914400,SPY250711C00621000,call,621.0,3.605,3.57,3.64,0.0070363718076262155,624.49
2025-07-11 13:14:07.947159,SPY250711C00626000,call,626.0,0.125,0.12,0.13,0.0076482302256812755,624.49
2025-07-11 13:14:07.969753,SPY250711C00628000,call,628.0,0.035,0.03,0.04,0.0021415044631907573,624.49
2025-07-11 13:14:08.013838,SPY250711C00623000,call,623.0,1.71,1.69,1.73,0.013460885197198486,624.49
2025-07-11 13:14:08.013888,SPY250711P00625000,put,625.0,0.84,0.83,0.85,0.020191327795799123,624.49
2025-07-11 13:14:08.028953,SPY250711C00625000,call,625.0,0.365,0.36,0.37,0.022332832258989323,624.49
2025-07-11 13:14:08.065921,SPY250711P00624000,put,624.0,0.385,0.38,0.39,0.023556549095098328,624.49
2025-07-11 13:14:08.082784,SPY250711C00624000,call,624.0,0.895,0.89,0.9,0.024780265931206778,624.49
2025-07-11 13:14:08.084646,SPY250711C00622000,call,622.0,2.62,2.59,2.65,0.007954159434707977,624.49
2025-07-11 13:14:08.236173,SPY250711P00622000,put,622.0,0.07500000000000001,0.07,0.08,0.004588938135408766,624.49
2025-07-11 13:14:08.335659,SPY250711P00628000,put,628.0,3.49,3.48,3.5,,624.49
2025-07-11 13:14:08.378419,SPY250711P00623000,put,623.0,0.165,0.14,0.19,0.010095663897899284,624.49
2025-07-11 13:14:08.468570,SPY250711C00631000,call,631.0,0.015,0.0,0.03,0.000917787627081753,624.49
2025-07-11 13:14:08.494369,SPY250711P00618000,put,618.0,0.045,0.04,0.05,0.002753362881245259,624.49
2025-07-11 13:14:08.524391,SPY250711C00620000,call,620.0,4.58,4.55,4.61,0.005506725762489966,624.49
2025-07-11 13:14:08.524422,SPY250711C00618000,call,618.0,6.640000000000001,6.61,6.67,0.00917787627081701,624.49
2025-07-11 13:14:08.755973,SPY250711P00621000,put,621.0,0.045,0.04,0.05,0.002753362881245259,624.49
2025-07-11 13:14:09.022994,SPY250711C00623000,call,623.0,1.71,1.69,1.73,0.013460885197198486,624.49
2025-07-11 13:14:09.032880,SPY250711C00625000,call,625.0,0.365,0.36,0.37,0.022332832258989323,624.49
2025-07-11 13:14:09.037014,SPY250711C00621000,call,621.0,3.55,3.52,3.58,0.003671150508326445,624.49
2025-07-11 13:14:09.037055,SPY250711C00619000,call,619.0,5.654999999999999,5.63,5.68,0.010095663897898687,624.49
2025-07-11 13:14:09.073438,SPY250711P00624000,put,624.0,0.385,0.38,0.39,0.023556549095098328,624.49
2025-07-11 13:14:09.127675,SPY250711P00625000,put,625.0,0.8200000000000001,0.79,0.85,0.018967610959690122,624.49
2025-07-11 13:14:09.220148,SPY250711C00627000,call,627.0,0.055,0.05,0.06,0.003365221299299761,624.49
2025-07-11 13:14:09.220186,SPY250711P00627000,put,627.0,2.55,2.5,2.6,0.0024474336722185536,624.49
2025-07-11 13:14:09.220204,SPY250711P00626000,put,626.0,1.585,1.54,1.63,0.00458893813540932,624.49
2025-07-11 13:14:09.246585,SPY250711C00624000,call,624.0,0.86,0.85,0.87,0.02263876146801602,624.49
2025-07-11 13:14:09.270172,SPY250711P00630000,put,630.0,5.4350000000000005,5.33,5.54,,624.49
2025-07-11 13:14:09.318432,SPY250711C00626000,call,626.0,0.125,0.12,0.13,0.0076482302256812755,624.49
2025-07-11 13:14:09.359907,SPY250711P00619000,put,619.0,0.055,0.05,0.06,0.003365221299299761,624.49
2025-07-11 13:14:09.393108,SPY250711P00623000,put,623.0,0.185,0.18,0.19,0.011319380734008287,624.49
2025-07-11 13:14:09.489374,SPY250711P00628000,put,628.0,3.495,3.48,3.51,,624.49
2025-07-11 13:14:09.809170,SPY250711C00622000,call,622.0,2.5999999999999996,2.59,2.61,0.006730442598598944,624.49
2025-07-11 13:14:09.832172,SPY250711P00621000,put,621.0,0.08499999999999999,0.08,0.09,0.005200796553463267,624.49
2025-07-11 13:14:10.084349,SPY250711C00625000,call,625.0,0.365,0.36,0.37,0.022332832258989323,624.49
2025-07-11 13:14:10.141786,SPY250711C00630000,call,630.0,0.035,0.03,0.04,0.0021415044631907573,624.49
2025-07-11 13:14:10.172301,SPY250711P00622000,put,622.0,0.11499999999999999,0.11,0.12,0.007036371807626773,624.49
2025-07-11 13:14:10.172343,SPY250711C00619000,call,619.0,5.5600000000000005,5.49,5.63,0.004283008926380988,624.49
2025-07-11 13:14:10.172357,SPY250711C00623000,call,623.0,1.66,1.64,1.68,0.010401593106925974,624.49
2025-07-11 13:14:10.196287,SPY250711P00624000,put,624.0,0.365,0.34,0.39,0.022332832258989323,624.49
2025-07-11 13:14:10.227743,SPY250711C00629000,call,629.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:10.262294,SPY250711C00624000,call,624.0,0.88,0.85,0.91,0.023862478304125023,624.49
2025-07-11 13:14:10.314170,SPY250711C00618000,call,618.0,6.5649999999999995,6.54,6.59,0.0045889381354081785,624.49
2025-07-11 13:14:10.465342,SPY250711P00618000,put,618.0,0.030000000000000002,0.01,0.05,0.0018355752541635063,624.49
2025-07-11 13:14:10.467603,SPY250711P00619000,put,619.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:10.469523,SPY250711P00620000,put,620.0,0.065,0.06,0.07,0.003977079717354263,624.49
2025-07-11 13:14:10.518725,SPY250711P00623000,put,623.0,0.185,0.18,0.19,0.011319380734008287,624.49
2025-07-11 13:14:10.569392,SPY250711P00628000,put,628.0,3.4699999999999998,3.39,3.55,,624.49
2025-07-11 13:14:10.608985,SPY250711C00627000,call,627.0,0.015,0.01,0.02,0.000917787627081753,624.49
2025-07-11 13:14:10.793575,SPY250711P00626000,put,626.0,1.585,1.54,1.63,0.00458893813540932,624.49
2025-07-11 13:14:10.793617,SPY250711P00630000,put,630.0,5.404999999999999,5.34,5.47,,624.49
2025-07-11 13:14:10.839019,SPY250711P00625000,put,625.0,0.8200000000000001,0.79,0.85,0.018967610959690122,624.49
2025-07-11 13:14:10.839076,SPY250711P00621000,put,621.0,0.065,0.04,0.09,0.003977079717354263,624.49
2025-07-11 13:14:10.839092,SPY250711C00626000,call,626.0,0.10500000000000001,0.08,0.13,0.006424513389572272,624.49
2025-07-11 13:14:10.839106,SPY250711C00622000,call,622.0,2.6399999999999997,2.61,2.67,0.009177876270816954,624.49
2025-07-11 13:14:10.839118,SPY250711C00621000,call,621.0,3.6100000000000003,3.58,3.64,0.0073423010166534875,624.49
2025-07-11 13:14:10.840428,SPY250711P00627000,put,627.0,2.535,2.5,2.57,0.0015296460451368202,624.49
2025-07-11 13:14:11.134181,SPY250711C00625000,call,625.0,0.365,0.36,0.37,0.022332832258989323,624.49
2025-07-11 13:14:11.211672,SPY250711C00619000,call,619.0,5.5649999999999995,5.54,5.59,0.0045889381354081785,624.49
2025-07-11 13:14:11.211800,SPY250711P00624000,put,624.0,0.365,0.34,0.39,0.022332832258989323,624.49
2025-07-11 13:14:11.495568,SPY250711C00623000,call,623.0,1.705,1.68,1.73,0.013154955988171242,624.49
2025-07-11 13:14:11.495664,SPY250711C00620000,call,620.0,4.6,4.57,4.63,0.006730442598598944,624.49
2025-07-11 13:14:11.495690,SPY250711C00618000,call,618.0,6.6,6.57,6.63,0.006730442598598944,624.49
2025-07-11 13:14:11.530719,SPY250711P00623000,put,623.0,0.165,0.14,0.19,0.010095663897899284,624.49
2025-07-11 13:14:11.589000,SPY250711C00624000,call,624.0,0.9,0.89,0.91,0.025086195140234028,624.49
2025-07-11 13:14:11.677676,SPY250711P00622000,put,622.0,0.11499999999999999,0.11,0.12,0.007036371807626773,624.49
2025-07-11 13:14:11.843974,SPY250711P00625000,put,625.0,0.845,0.84,0.85,0.020497257004826373,624.49
2025-07-11 13:14:11.938892,SPY250711C00627000,call,627.0,0.055,0.05,0.06,0.003365221299299761,624.49
2025-07-11 13:14:11.947476,SPY250711C00621000,call,621.0,3.585,3.52,3.65,0.005812654971517211,624.49
2025-07-11 13:14:11.947506,SPY250711C00622000,call,622.0,2.5949999999999998,2.53,2.66,0.006424513389571699,624.49
2025-07-11 13:14:11.985240,SPY250711C00626000,call,626.0,0.125,0.12,0.13,0.0076482302256812755,624.49
2025-07-11 13:14:12.057832,SPY250711P00626000,put,626.0,1.6099999999999999,1.58,1.64,0.006118584180545569,624.49
2025-07-11 13:14:12.057863,SPY250711P00627000,put,627.0,2.5250000000000004,2.45,2.6,0.0009177876270823313,624.49
2025-07-11 13:14:12.077153,SPY250711P00621000,put,621.0,0.08499999999999999,0.08,0.09,0.005200796553463267,624.49
2025-07-11 13:14:12.160105,SPY250711C00625000,call,625.0,0.325,0.32,0.33,0.019885398586771318,624.49
2025-07-11 13:14:12.254745,SPY250711P00624000,put,624.0,0.365,0.34,0.39,0.022332832258989323,624.49
2025-07-11 13:14:12.263923,SPY250711C00619000,call,619.0,5.625,5.6,5.65,0.00826008864373522,624.49
2025-07-11 13:14:12.776855,SPY250711C00623000,call,623.0,1.7149999999999999,1.69,1.74,0.01376681440622573,624.49
2025-07-11 13:14:12.776959,SPY250711C00624000,call,624.0,0.865,0.86,0.87,0.02294469067704327,624.49
2025-07-11 13:14:12.778592,SPY250711P00623000,put,623.0,0.165,0.14,0.19,0.010095663897899284,624.49
2025-07-11 13:14:12.870237,SPY250711P00625000,put,625.0,0.805,0.8,0.81,0.01804982333260837,624.49
2025-07-11 13:14:12.988121,SPY250711C00626000,call,626.0,0.08499999999999999,0.08,0.09,0.005200796553463267,624.49
2025-07-11 13:14:13.014316,SPY250711C00622000,call,622.0,2.5949999999999998,2.52,2.67,0.006424513389571699,624.49
2025-07-11 13:14:13.126532,SPY250711P00626000,put,626.0,1.585,1.58,1.59,0.00458893813540932,624.49
2025-07-11 13:14:13.149191,SPY250711P00622000,put,622.0,0.07500000000000001,0.07,0.08,0.004588938135408766,624.49
